102,102_Samsung_Galaxy_Core.csv,null,
103,103_Samsung_Galaxy_Mega_5.8.csv,null,
104,104_Samsung_Galaxy_Mega_6.3.csv,null,
1051,1051_Samsung_Galaxy_A7_2016.csv,null,
1052,1052_Samsung_Galaxy_Note_5.csv,null,
1054,1054_Samsung_Galaxy_J7.csv,null,
1057,1057_Samsung_Galaxy_S6_edge.csv,null,
1058,1058_Samsung_Galaxy_J1.csv,null,
1060,1060_Samsung_Galaxy_E7.csv,null,
1061,1061_Samsung_Galaxy_V.csv,null,
1067,1067_Samsung_Galaxy_S3_Neo.csv,null,
1069,1069_Samsung_Galaxy_Tab_4_8.csv,null,
106,106_Samsung_Galaxy_Win.csv,null,
1074,1074_Samsung_Galaxy_Light.csv,null,
107,107_Samsung_GALAXY_Star.csv,null,
1081,1081_Samsung_Galaxy_Ace_3.csv,null,
1082,1082_Samsung_Galaxy_S4_Active.csv,null,
1083,1083_Samsung_Galaxy_S4_mini.csv,null,
1086,1086_Samsung_Galaxy_Young.csv,null,
1087,1087_Samsung_Galaxy_Fame.csv,null,
1090,1090_Samsung_Galaxy_Grand.csv,null,
1091,1091_Samsung_Galaxy_Ace_II_x.csv,null,
1093,1093_Samsung_Galaxy_S_III_mini.csv,null,
1096,1096_Samsung_Galaxy_Pocket_Duos.csv,null,
109,109_Samsung_Galaxy_S4.csv,null,
10,10_Samsung_Galaxy_Tab_E_8.csv,null,
1104,1104_Samsung_Focus_2.csv,null,
1106,1106_Samsung_Galaxy_Pocket.csv,null,
1109,1109_Samsung_GALAXY_Ace_DUOS.csv,null,
110,110_Samsung_Galaxy_Note_8.csv,null,
1115,1115_LG_V10.csv,null,
1126,1126_LG_Power.csv,null,
1135,1135_LG_Joy.csv,null,
1182,1182_LG_G_Pro_2.csv,null,
1186,1186_LG_G_Flex.csv,null,
1195,1195_LG_G2.csv,null,
119,119_Samsung_Galaxy_Pocket_Plus.csv,null,
121,121_Samsung_GALAXY_S_II_Plus.csv,null,
1225,1225_LG_Optimus_G.csv,null,
1228,1228_LG_Optimus_L9.csv,null,
1235,1235_LG_T375.csv,null,
1243,1243_LG_Optimus_4X_HD.csv,null,
1244,1244_LG_Optimus_3D_MAX.csv,null,
1245,1245_LG_Optimus_Vu.csv,null,
1249,1249_LG_Optimus_L5.csv,null,
1250,1250_LG_Optimus_L7.csv,null,
1254,1254_LG_A290.csv,null,
1261,1261_LG_Optimus_2.csv,null,
129,129_Samsung_GALAXY_Music.csv,null,
1305,1305_LG_Optimus_3D.csv,null,
1315,1315_LG_Optimus_M.csv,null,
1325,1325_LG_Optimus_7.csv,null,
1326,1326_LG_Optimus_T.csv,null,
1327,1327_LG_Optimus_S.csv,null,
1359,1359_LG_Ally.csv,null,
1380,1380_LG_EVE.csv,null,
138,138_Samsung_ATIV_S.csv,null,
1391,1391_LG_Optimus.csv,null,
13,13_Samsung_Galaxy_J1_2016.csv,null,
140,140_Samsung_GALAXY_Note_II.csv,null,
1547,1547_LG_Vu.csv,null,
155,155_Samsung_Galaxy_S_Duos.csv,null,
1582,1582_LG_PRADA.csv,null,
15,15_Samsung_Galaxy_A3_2016.csv,null,
165,165_Samsung_Galaxy_S_III.csv,null,
16,16_Samsung_Galaxy_A5_2016.csv,null,
175,175_Samsung_GALAXY_Ace_2.csv,null,
176,176_Samsung_GALAXY_mini_2.csv,null,
17,17_Samsung_Galaxy_On7.csv,null,
180,180_Samsung_GALAXY_S_Advance.csv,null,
181,181_Samsung_Star_3.csv,null,
182,182_Samsung_Star_3_DUOS.csv,null,
18,18_Samsung_Galaxy_On5.csv,null,
190,190_Samsung_Galaxy_Ace_Plus.csv,null,
192,192_Samsung_Galaxy_Y_DUOS.csv,null,
203,203_Samsung_GALAXY_Nexus.csv,null,
20,20_Samsung_Galaxy_A9.csv,null,
2152,2152_HTC_10.csv,null,
2157,2157_HTC_One_A9.csv,null,
2163,2163_HTC_One_ME.csv,null,
2170,2170_HTC_Desire_320.csv,null,
2175,2175_HTC_Desire_510.csv,null,
2177,2177_HTC_Butterfly_2.csv,null,
2180,2180_HTC_One_E8.csv,null,
2181,2181_HTC_One_mini_2.csv,null,
2183,2183_HTC_One_M8.csv,null,
2184,2184_HTC_Desire_310.csv,null,
2185,2185_HTC_Desire_816.csv,null,
2188,2188_HTC_Desire_610.csv,null,
218,218_Samsung_Focus_S.csv,null,
2190,2190_HTC_Desire_700.csv,null,
2192,2192_HTC_One_max.csv,null,
2193,2193_HTC_Desire_300.csv,null,
2195,2195_HTC_Desire_500.csv,null,
2196,2196_HTC_One_mini.csv,null,
2198,2198_HTC_Butterfly_S.csv,null,
21,21_Samsung_Galaxy_View.csv,null,
2200,2200_HTC_Desire_600.csv,null,
2201,2201_HTC_Desire_L.csv,null,
2203,2203_HTC_First.csv,null,
2204,2204_HTC_Desire_P.csv,null,
2205,2205_HTC_One.csv,null,
2207,2207_HTC_Butterfly.csv,null,
2210,2210_HTC_J.csv,null,
2216,2216_HTC_Desire_X.csv,null,
2218,2218_HTC_Desire_V.csv,null,
2219,2219_HTC_Desire_C.csv,null,
221,221_Samsung_GALAXY_Note.csv,null,
2222,2222_HTC_One_S.csv,null,
2224,2224_HTC_One_V.csv,null,
2225,2225_HTC_One_X.csv,null,
2231,2231_HTC_Sensation_XL.csv,null,
2232,2232_HTC_Hero_S.csv,null,
2234,2234_HTC_Explorer.csv,null,
2235,2235_HTC_Amaze_4G.csv,null,
2236,2236_HTC_Rhyme.csv,null,
2237,2237_HTC_Sensation_XE.csv,null,
2238,2238_HTC_Titan.csv,null,
2239,2239_HTC_Radar.csv,null,
2242,2242_HTC_Status.csv,null,
2246,2246_HTC_Sensation_4G.csv,null,
2250,2250_HTC_ChaCha.csv,null,
2251,2251_HTC_Salsa.csv,null,
2252,2252_HTC_Flyer.csv,null,
2253,2253_HTC_Desire_S.csv,null,
2254,2254_HTC_Incredible_S.csv,null,
2255,2255_HTC_Wildfire_S.csv,null,
2256,2256_HTC_EVO_3D.csv,null,
2270,2270_HTC_7_Mozart.csv,null,
2271,2271_HTC_Surround.csv,null,
2274,2274_HTC_Desire_HD.csv,null,
2275,2275_HTC_Desire_Z.csv,null,
2278,2278_HTC_Wildfire.csv,null,
2283,2283_HTC_Desire_US.csv,null,
2284,2284_HTC_Smart.csv,null,
2287,2287_HTC_HD_mini.csv,null,
2289,2289_HTC_Desire.csv,null,
2291,2291_HTC_Hero.csv,null,
